fase,Entrada_data,Admissão_data,Anúncio_data,Baixacomissãoparadiscussão_data,Apreciação_data,Votaçãonageneralidade_data,Baixacomissãoespecialidade_data,Votaçãofinalglobal_data,iniNr,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniId,iniAutorOutros,iniEventos,iniAutorDeputados,iniAutorGruposParlamentares,idCadastro,nome,GP,depCPDes,Publicação_data,EnvioàComissãoparafixaçãodaRedaçãofinal_data,peticoes,VotaçãoDeliberação_data,ResoluçãoPublicaçãoDAR_data,EnvioINCM_data,ResoluçãodaARPublicaçãoDR_data,Retiradadainiciativa_data,iniObs,iniTextoSubstCampo,iniAnexos,Baixacomissãodistribuiçãoinicialgeneralidade_data,Discussãogeneralidade_data,Requerimento_data,DecretoPublicação_data,Envioparapromulgação_data,Promulgação_data,Referenda_data,LeiPublicaçãoDR_data,AudiçãopromovidapeloPARparaaALRAA_data,AudiçãopromovidapeloPARparaaALRAM_data,AudiçãopromovidapeloPARparaoGovernodaRAA_data,AudiçãopromovidapeloPARparaoGovernodaRAM_data,ParecerdaALRAM_data,ParecerdoGovernodaRAA_data,ParecerdaALRAA_data,PublicaçãoemSeparata_data,ParecerdoGovernodaRAM_data,NovaaudiçãopromovidapeloPARparaoGovernodaRAA_data,RequerimentoBaixaComissãosemVotaçãoGeneralidade_data,Novaapreciaçãocomissãogeneralidade_data,iniciativasOriginadas,DeliberaçãoPublicaçãoDAR_data,AdmissãoPropostadeAlteração_data,ApreciaçãodeDecretoLei_data,Votaçãonaespecialidade_data,VetoReceção_data,VetoLeitura_data,VetoPublicação_data,AdmissãoPropostadeAlteraçãodecreto_data,Reapreciaçãododecreto_data,Votaçãonovodecreto_data,Decreto2ªversãoPublicação_data,Envioparapromulgação2ªversão_data,Promulgação2ªversão_data,Referenda2ªversão_data,EnvioINCM2ªversão_data,Requerimentodispensaredaçãofinal_data,leg
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8832,Daniel Teixeira,CH,Setúbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,6858,Diogo Pacheco de Amorim,CH,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,2576,Eduardo Teixeira,CH,Viana do Castelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8465,Eliseu Neves,CH,Coimbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8017,Felicidade Vital,CH,Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7332,Filipe Melo,CH,Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,4223,Francisco Gomes,CH,Madeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7340,Gabriel Mithá Ribeiro,CH,Leiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8551,Idalina Durães,CH,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7589,João Lopes Aleixo,CH,Portalegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7358,João Paulo Graça,CH,Faro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8591,João Ribeiro,CH,Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8596,João Tilly,CH,Viseu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7330,Jorge Galveias,CH,Évora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7723,José Barreira Soares,CH,Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8353,José Carvalho,CH,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8359,José Dias Fernandes,CH,Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7396,José Dotti,CH,Santarém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,9073,Lina Pinheiro,CH,Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7353,Luís Paulo Fernandes,CH,Leiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8418,Madalena Cordeiro,CH,Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7347,Manuel Magno,CH,Fora da Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,4365,Manuela Tender,CH,Vila Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7965,Marcus Santos,CH,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8613,Maria José Aguiar,CH,Aveiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7385,Marta Martins da Silva,CH,Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8693,Nuno Gabriel,CH,Setúbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8778,Nuno Simões de Melo,CH,Guarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7971,Patrícia Almeida,CH,Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,7355,Patrícia Carvalho,CH,Setúbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,9409,Patrícia Nascimento,CH,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
Votaçãonageneralidade,2025-08-28,2025-09-09,2025-09-10,2025-09-09,2025-09-18,2025-09-19,,,251,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a reflorestação de Portugal nas áreas ardidas, privilegiando as espécies autóctones ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325978596a64694e6a49304c5451784f4463744e446b354d433035596a566c4c544e685a6a5a694d544135597a677a5a43356b62324e34&fich=f1b7b624-4187-4990-9b5e-3af6b109c83d.docx&Inline=true,315499,,,,,8730,Paulo Seco,CH,Coimbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l17
