iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniId,iniAutorOutros,iniAnexos,iniEventos,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,reuniao,ausencias,PSD,CH,PS,CDS-PP,IL,L,PCP,BE,PAN,data,unanime,JPP,tipoReuniao,descricao,iniAutorDeputados,iniAutorGruposParlamentares,peticoes,iniTextoSubstCampo,publicacao,iniciativasOrigem,iniciativasOriginadas,ano,leg
159,139703,I,J,Projeto de Lei,XVII,1,2025-06-03,"Aprova o Estatuto do Estudante do Ensino Superior, em desenvolvimento das normas da Lei de Bases do Sistema Educativo, e da Lei n.º 62/2007, de 10 de setembro

",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259784d324e6a4d44526b4c57566a4e4445744e4463334e5330355a6d49314c5467314d546c6b4f4755324e6d4e6b5979356b62324e34&fich=f13cc04d-ec41-4775-9fb5-8519d8e66cdc.docx&Inline=true,315456,,,,Baixa comissão distribuição inicial generalidade,G,Grupos Parlamentares,PAN,8454,Comissão de Educação e Ciência,S,Aprovado,8,PCP,A Favor,A Favor,A Favor,Ausência,A Favor,A Favor,Ausência,,,2025-09-23,unanime,,,,,PAN,,,,,,2025,l17
181,139722,I,J,Projeto de Lei,XVII,1,2025-06-03,Alarga o regime de concessão de crédito bonificado à habitação aos membros do agregado familiar que coabitam com a pessoa com deficiência ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a5a6d4e444e695a474d794c5745334f4449744e4468684e433169597a59324c5745354e544977595459795a44426c4e79356b62324e34&fich=6f43bdc2-a782-48a4-bc66-a9520a62d0e7.docx&Inline=true,315534,,,,Baixa comissão distribuição inicial generalidade,G,Grupos Parlamentares,L,8451,"Comissão de Orçamento, Finanças e Administração Pública ",S,Aprovado,14,IL,A Favor,A Favor,A Favor,Ausência,Ausência,Ausência,Ausência,Ausência,Ausência,2025-09-24,unanime,,,,,L,,,,,,2025,l17
252,139715,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda a criação de um Fundo Nacional de Proteção às Famílias dos Bombeiros das Associações Humanitárias, destinado a apoiar os agregados afetados por morte ou incapacidade em serviço",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a67335a6a4d344d5464684c544d335a6a4d744e445977597930354e4755354c5746694e7a4d314f4459784d6a63324d79356b62324e34&fich=87f3817a-37f3-460c-94e9-ab7358612763.docx&Inline=true,315501,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,19,,Contra,A Favor,Abstenção,Contra,Contra,Abstenção,Abstenção,A Favor,A Favor,2025-09-25,,A Favor,RP,,,CH,,,,,,2025,l17
144,139712,I,J,Projeto de Lei,XVII,1,2025-06-03,"Define o regime de horário de trabalho dos bombeiros sapadores das autarquias locais e reconhece a profissão como de risco e de desgaste rápido, bem como o regime de aposentação ou reforma",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3255335a4745314d44677a4c5455304e5755744e445534597930354d4751354c574e694e6a566c4f444530596d49335a69356b62324e34&fich=e7da5083-545e-458c-90d9-cb65e814bb7f.docx&Inline=true,315416,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,19,,Contra,A Favor,Abstenção,Contra,Contra,Abstenção,Abstenção,A Favor,A Favor,2025-09-25,,A Favor,RP,,,CH,,,,,,2025,l17
306,139721,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que, no âmbito da Reforma do Estado, simplifique e reorganize a defesa da floresta contra os incêndios",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259315a5449774d6a646d4c574e6d5a5455744e4441344d4331694e5459344c5449774e545a694d5445324f474a6d4d43356b62324e34&fich=f5e2027f-cfe5-4080-b568-2056b1168bf0.docx&Inline=true,315624,,,,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,8453,Comissão de Agricultura e Pescas ,S,Aprovado,19,,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,Contra,Contra,A Favor,2025-09-25,,A Favor,RP,,,CDS-PP,,,,,,2025,l17
169,139713,I,J,Projeto de Lei,XVII,1,2025-06-03,Aprova medidas de proteção aos povoamentos florestais percorridos por incêndios,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a56694d6a4578595459304c574669593251744e4441314e5331694f4455324c5749334e7a49784d44646a4f574a694e69356b62324e34&fich=5b211a64-abcd-4055-b856-b772107c9bb6.docx&Inline=true,315503,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8453,Comissão de Agricultura e Pescas ,S,Rejeitado,19,,Contra,A Favor,Contra,Contra,Contra,Abstenção,Contra,Contra,A Favor,2025-09-25,,A Favor,RP,,,CH,,,,,,2025,l17
172,139718,I,J,Projeto de Lei,XVII,1,2025-06-03,"Reforça os direitos e regalias dos bombeiros, procedendo à oitava alteração ao Decreto-Lei n.º 241/2007, de 21 de junho, que define o regime jurídico aplicável aos bombeiros portugueses no território nacional e à quarta alteração à Lei n.º 94/2015, de 13 de agosto, que define as regras do financiamento das associações humanitárias de bombeiros  ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a526c597a6332595755304c5467314f5745744e445a6b5969316959574e6c4c57466b4d6a59795a6a55784d6d56695a69356b62324e34&fich=4ec76ae4-859a-46db-bace-ad262f512ebf.docx&Inline=true,315509,,,,Votação na generalidade,G,Grupos Parlamentares,PCP,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,19,,Contra,A Favor,A Favor,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-09-25,,A Favor,RP,,,PCP,,,,,,2025,l17
133,139716,I,J,Projeto de Lei,XVII,1,2025-06-03,"Reconhece a profissão de bombeiro como de risco e desgaste rápido (oitava alteração ao Decreto-Lei n.º 241/2007, de 21 de junho, e terceira alteração ao Decreto-Lei n.º 106/2002, de 13 de abril) 
",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a59344e32497a4e7a5a6b4c5451355a5759744e4451324e7930344e5456694c5751334e6d55314d3251774f57566d4d53356b62324e34&fich=687b376d-49ef-4467-855b-d76e53d09ef1.docx&Inline=true,315391,,,,Votação na generalidade,G,Grupos Parlamentares,PCP,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,19,,Contra,A Favor,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-09-25,,A Favor,RP,,,PCP,,,,,,2025,l17
230,139719,I,J,Projeto de Lei,XVII,1,2025-06-03,"Atribui aos bombeiros o estatuto de profissão de risco e de desgaste rápido, confere o direito ao subsídio de risco e penosidade e à cumulação de suplementos remuneratórios e antecipa a idade da reforma",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a4d7a4f5467354e5459794c544d324f4467744e446778596930344d6d55774c57597a4e7a4e695a444a684d4751774e69356b62324e34&fich=33989562-3688-481b-82e0-f373bd2a0d06.docx&Inline=true,315626,,,,Votação na generalidade,G,Grupos Parlamentares,BE,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,19,,Contra,A Favor,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-09-25,,A Favor,RP,,,BE,,,,,,2025,l17
211,139714,I,J,Projeto de Lei,XVII,1,2025-06-03,"Estrutura dos quadros das associações humanitárias de bombeiros, carreira e estatuto remuneratório dos bombeiros voluntários",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a59794e7a6b324e6d4a6a4c5749355a544d744e444d324f4330355932466c4c5463304d7a68695954686b5a6d51315a53356b62324e34&fich=627966bc-b9e3-4368-9cae-7438ba8dfd5e.docx&Inline=true,315585,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Rejeitado,19,,Contra,A Favor,Contra,Contra,Contra,Abstenção,Abstenção,A Favor,A Favor,2025-09-25,,A Favor,RP,,,CH,,,,,,2025,l17
305,139720,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo a criação de uma Unidade de Missão para a Reorganização Estrutural do Setor Operacional dos Bombeiros,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a59334f54686d4d5449354c5755794d7a49744e4749314f5331695a6d49304c574d355a44466b597a59784f4463344e79356b62324e34&fich=6798f129-e232-4b59-bfb4-c9d1dc618787.docx&Inline=true,315623,,,,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,19,,Abstenção,Abstenção,Abstenção,A Favor,Contra,A Favor,Abstenção,Abstenção,A Favor,2025-09-25,,A Favor,RP,,,CDS-PP,,,,,,2025,l17
124,139709,I,J,Projeto de Lei,XVII,1,2025-06-03,"Atribui a qualificação de profissão de desgaste rápido, bem como a atribuição de subsídio de risco, aos Bombeiros de Associações Humanitárias e aos Sapadores Florestais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a41314d446c6b4d3255344c544178595759744e44497a5a5331684d6d4d7a4c5463325a4755324e6a55334d4449775a43356b62324e34&fich=0509d3e8-01af-423e-a2c3-76de6657020d.docx&Inline=true,315361,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,19,,Contra,A Favor,Abstenção,Contra,Contra,Abstenção,Abstenção,A Favor,A Favor,2025-09-25,,A Favor,RP,,,CH,,,,,,2025,l17
173,139735,I,J,Projeto de Lei,XVII,1,2025-06-03,Aumenta a moldura penal do crime de incêndio florestal e equipara os incendiários a terroristas,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a49354d5467345a6a4e6a4c5441344f4449744e4467795a433168596a55344c5441334f4751775a4463304e444d7a5979356b62324e34&fich=29188f3c-0882-482d-ab58-078d0d74433c.docx&Inline=true,315512,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Rejeitado,19,,Contra,A Favor,Contra,Abstenção,Contra,Contra,Contra,Contra,Abstenção,2025-09-25,,Abstenção,RP,,,CH,,,,,,2025,l17
168,139711,I,J,Projeto de Lei,XVII,1,2025-06-03,Determina a proibição da comercialização de madeira ardida resultante dos incêndios florestais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c324e6d4d6d45794d324a6c4c5449325a4749744e4449325a5331694d5468694c57566d596a4d324f4751784e54457a4d43356b62324e34&fich=cf2a23be-26db-426e-b18b-efb368d15130.docx&Inline=true,315500,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8453,Comissão de Agricultura e Pescas ,S,Rejeitado,19,,Contra,A Favor,Contra,Contra,Contra,Contra,Contra,Contra,A Favor,2025-09-25,,Abstenção,RP,,,CH,,,,,,2025,l17
123,139774,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo o reconhecimento do Saara Ocidental como território soberano  do Reino de Marrocos,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a426c4e6a5a6a596a41324c5749344e6d55744e4749314e5330354d6a64684c5449304d44466c4f474a6a596a63775a53356b62324e34&fich=0e66cb06-b86e-4b55-927a-2401e8bcb70e.docx&Inline=true,315242,,,,Votação Deliberação,G,Grupos Parlamentares,CH,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Rejeitado,20,,Contra,A Favor,Contra,Contra,Contra,Contra,Contra,Contra,Contra,2025-09-26,,Abstenção,RP,,,CH,,,,,,2025,l17
221,139739,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo a criação de um Fundo de Garantia para assegurar o pagamento direto do diferencial das passagens aéreas abrangidas pelo Subsídio Social de Mobilidade,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a49354d4755304f546b794c54686c5a4467744e4449774d4330354e4441784c546c6d4f446b32595455784f4759795953356b62324e34&fich=290e4992-8ed8-4200-9401-9f896a518f2a.docx&Inline=true,315451,,,,Votação na generalidade,G,Grupos Parlamentares,JPP,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Rejeitado,20,,Contra,Abstenção,Abstenção,Contra,Contra,Abstenção,Abstenção,A Favor,A Favor,2025-09-26,,A Favor,RP,,,JPP,,,,,,2025,l17
265,139790,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo que classifique o Cartel de los Soles como organização terrorista internacional,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a63324e54426d595759354c545a6c595755744e4459324e7931694e7a4d354c5467774d6d526c4e6a63794d4467304e43356b62324e34&fich=7650faf9-6eae-4667-b739-802de6720844.docx&Inline=true,315526,,,,Votação Deliberação,G,Grupos Parlamentares,CH,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Aprovado,20,,Abstenção,A Favor,Contra,Abstenção,A Favor,Contra,Contra,Contra,A Favor,2025-09-26,,Contra,RP,,,CH,,,,,,2025,l17
188,139754,I,J,Projeto de Lei,XVII,1,2025-06-03,Cria o subsídio de alimentação no setor privado,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a6c6d597a466a596d45794c54686a4d5755744e44597a5a6930354f5756684c57526b4d6a51344e444e6b5a574e6d5a69356b62324e34&fich=9fc1cba2-8c1e-463f-99ea-dd24843decff.docx&Inline=true,315549,,,,Votação na generalidade,G,Grupos Parlamentares,PCP,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,20,,Contra,Abstenção,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-09-26,,A Favor,RP,,,PCP,,,,,,2025,l17
263,139788,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo a interdição, a Alexandre de Moraes, de entrada em território português em virtude da campanha por ele dirigida contra a liberdade, a democracia e os direitos fundamentais do povo brasileiro",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3249314e6a64694d574d774c5463305a4455744e474e6d4d4330354e6d4e6b4c544e6a4f446c6d4d444e6b4f574d305953356b62324e34&fich=b567b1c0-74d5-4cf0-96cd-3c89f03d9c4a.docx&Inline=true,315523,,,,Votação Deliberação,G,Grupos Parlamentares,CH,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Rejeitado,20,,Contra,A Favor,Contra,Contra,Contra,Contra,Contra,Contra,Contra,2025-09-26,,Contra,RP,Ponto 1,,CH,,,,,,2025,l17
263,139789,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo a interdição, a Alexandre de Moraes, de entrada em território português em virtude da campanha por ele dirigida contra a liberdade, a democracia e os direitos fundamentais do povo brasileiro",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3249314e6a64694d574d774c5463305a4455744e474e6d4d4330354e6d4e6b4c544e6a4f446c6d4d444e6b4f574d305953356b62324e34&fich=b567b1c0-74d5-4cf0-96cd-3c89f03d9c4a.docx&Inline=true,315523,,,,Votação Deliberação,G,Grupos Parlamentares,CH,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Rejeitado,20,,Contra,A Favor,Contra,Contra,A Favor,Contra,Contra,Contra,Contra,2025-09-26,,Contra,RP,Ponto 2,,CH,,,,,,2025,l17
280,139757,I,R,Projeto de Resolução,XVII,1,2025-06-03,Pelo aumento do subsídio de refeição dos trabalhadores da Administração Pública a partir de 1 de janeiro de 2026,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a46694e574a6a4e4749314c5749304f546b744e444d304e6930344e7a64694c5749304d6d4e6a5a474e6a4d546b345a53356b62324e34&fich=1b5bc4b5-b499-4346-877b-b42ccdcc198e.docx&Inline=true,315555,,,,Votação na generalidade,G,Grupos Parlamentares,PAN,,,,Rejeitado,20,,Contra,Abstenção,A Favor,Contra,Abstenção,A Favor,A Favor,A Favor,A Favor,2025-09-26,,A Favor,RP,,,PAN,,,,,,2025,l17
9,139760,I,R,Projeto de Resolução,XVII,1,2025-06-03,Pela adoção de um plano nacional de combate à violência sexual baseada em imagens,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a466a5a6a4a6a4f544d344c546b78597a41744e4756684d5331684d6d4a6c4c5749355a544d7a4d5751324d3255334f53356b62324e34&fich=1cf2c938-91c0-4ea1-a2be-b9e331d63e79.docx&Inline=true,315045,,,,Votação na generalidade,G,Grupos Parlamentares,PAN,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",N,Aprovado,20,,Contra,A Favor,A Favor,Contra,Abstenção,A Favor,A Favor,A Favor,A Favor,2025-09-26,,A Favor,RP,,,PAN,,,,,,2025,l17
229,139749,I,J,Projeto de Lei,XVII,1,2025-06-03,"Põe fim às apostas hípicas, alterando o Regime Jurídico dos Jogos e Apostas Online e a Lei orgânica do Instituto do Turismo de Portugal, I. P",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3255304f5449344d6d52694c5749354d5455744e4745314d6930344f4459334c575a6a4e6d51324f4755324f544e685a53356b62324e34&fich=e49282db-b915-4a52-8867-fc6d68e693ae.docx&Inline=true,315619,,,,Votação na generalidade,G,Grupos Parlamentares,PAN,8452,Comissão de Economia e Coesão Territorial ,S,Rejeitado,20,,Contra,Contra,Abstenção,Contra,Contra,A Favor,A Favor,Abstenção,A Favor,2025-09-26,,Abstenção,RP,,,PAN,,,,,,2025,l17
231,139750,I,J,Projeto de Lei,XVII,1,2025-06-03,"Estabelece limites à publicidade dos jogos e apostas (Alteração ao Código da Publicidade, aprovado pelo Decreto-Lei n.º 330/90, de 23 de outubro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a67354e4467324f44417a4c5755774f544d744e44426b4d7931684f57526a4c546330596a55775a5759785954526d4d69356b62324e34&fich=89486803-e093-40d3-a9dc-74b50ef1a4f2.docx&Inline=true,315627,,,,Votação na generalidade,G,Grupos Parlamentares,BE,8452,Comissão de Economia e Coesão Territorial ,S,Rejeitado,20,,Contra,Contra,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-09-26,,Abstenção,RP,,,BE,,,,,,2025,l17
232,139751,I,J,Projeto de Lei,XVII,1,2025-06-03,"Prevenção da adição do jogo de lotaria instantânea (Altera o Decreto-Lei n.º 314/94, de 23 de dezembro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a64685a47466b4d6d59774c5467304e446b744e4452694d5330344d6a51344c57466b4d7a566a4e324d77593255345979356b62324e34&fich=7adad2f0-8449-44b1-8248-ad35c7c0ce8c.docx&Inline=true,315628,,,,Votação na generalidade,G,Grupos Parlamentares,BE,8452,Comissão de Economia e Coesão Territorial ,S,Rejeitado,20,,Contra,Contra,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-09-26,,Abstenção,RP,,,BE,,,,,,2025,l17
199,139766,I,J,Projeto de Lei,XVII,1,2025-06-03,"Altera o Código Civil, aprovado pelo Decreto-Lei n.º 47344/66, de 25 de novembro, criando a indignidade sucessória dos condenados por crimes de violência doméstica",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a6b784f5445784e6a63354c546b794e4749744e4446694f4331694f54426a4c574e6d4e5751314f474e6b5a44466d5979356b62324e34&fich=91911679-924b-41b8-b90c-cf5d58cdd1fc.docx&Inline=true,315568,,,,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",N,Aprovado,20,,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,Abstenção,A Favor,A Favor,2025-09-26,,A Favor,RP,,,CDS-PP,,,,,,2025,l17
195,139756,I,J,Projeto de Lei,XVII,1,2025-06-03,Garante aos trabalhadores do sector privado o direito ao subsídio de refeição,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259344f446b304e44417a4c544d784e5445744e4749344d5331684e446c684c5445325a6a646b4e6d55354f44646c4e79356b62324e34&fich=f8894403-3151-4b81-a49a-16f7d6e987e7.docx&Inline=true,315561,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8456,"Comissão de Trabalho, Segurança Social e Inclusão ",S,Rejeitado,20,,Contra,A Favor,Abstenção,Contra,Contra,Abstenção,Abstenção,A Favor,A Favor,2025-09-26,,A Favor,RP,,,CH,,,,,,2025,l17
303,139752,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo a adoção de medidas reforçadas em matéria de proteção dos consumidores, combate ao jogo ilegal, modernização da regulação e mais investimento no interior",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c32497a596a55794e6a63314c546c6c5a6d51744e445a684e793035593249314c545531597a597a5954637a5957466a5969356b62324e34&fich=b3b52675-9efd-46a7-9cb5-55c63a73aacb.docx&Inline=true,315620,,,,Votação Deliberação,G,Grupos Parlamentares,PS,8452,Comissão de Economia e Coesão Territorial ,S,Aprovado,20,,Contra,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,2025-09-26,,A Favor,RP,,,PS,,,,,,2025,l17
262,139778,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que restabeleça o fornecimento comercial de armamentos a Israel, abandone o embargo vigente e se exima de actos inamistosos contra Telavive",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259774d7a4131595749304c54566a4e6a49744e4463774d5331694d3251324c5755784f574a6d59324668597a6b334e79356b62324e34&fich=f0305ab4-5c62-4701-b3d6-e19bfcaac977.docx&Inline=true,315522,,,,Votação Deliberação,G,Grupos Parlamentares,CH,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Rejeitado,20,,Contra,A Favor,Contra,Abstenção,Abstenção,Contra,Contra,Contra,Contra,2025-09-26,,Contra,RP,,,CH,,,,,,2025,l17
194,139777,I,R,Projeto de Resolução,XVII,1,2025-06-03,Em defesa da Comunidade Bahá'í no Irão e pela condenação da repressão do regime iraniano,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a6733597a49784f5746684c5467784f4459744e4452694e7930344d6a55774c5451774e6a6b335a474a6b4d5449334e43356b62324e34&fich=87c219aa-8186-44b7-8250-40697dbd1274.docx&Inline=true,315390,,,,Votação Deliberação,G,Grupos Parlamentares,IL,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Aprovado,20,,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,2025-09-26,,A Favor,RP,,,IL,,,,,,2025,l17
136,139771,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que promova a urgente conservação e requalificação da Igreja de São Sebastião, em Lagos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a4977596a59334d4463314c544a6a4d444d744e446b795a433168595759304c546c6d4e6d55784e6a466b4f5755305979356b62324e34&fich=20b67075-2c03-492d-aaf4-9f6e161d9e4c.docx&Inline=true,315274,,,,Baixa comissão distribuição inicial generalidade,G,Grupos Parlamentares,CH,8458,"Comissão de Cultura, Comunicação, Juventude e Desporto ",N,Aprovado,20,,Abstenção,A Favor,A Favor,A Favor,Abstenção,Abstenção,Abstenção,A Favor,A Favor,2025-09-26,,A Favor,RP,,,CH,,,,,,2025,l17
