iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniId,iniAutorOutros,iniAnexos,iniEventos,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,reuniao,ausencias,PSD,CH,PS,CDS-PP,IL,L,PCP,BE,PAN,data,unanime,JPP,tipoReuniao,descricao,iniAutorDeputados,iniAutorGruposParlamentares,peticoes,iniTextoSubstCampo,publicacao,iniciativasOrigem,iniciativasOriginadas,ano,leg
96,139174,I,J,Projeto de Lei,XVII,1,2025-06-03,"Alarga os prazos de prescrição de crimes contra a liberdade e autodeterminação sexual de menores e os prazos de queixa dos crimes contra a liberdade e autodeterminação sexual, e elimina a possibilidade de suspensão provisória do processo no âmbito dos crimes contra a liberdade e autodeterminação sexual e do crime de violência doméstica, procedendo à alteração do Código Penal e do Código do Processo Penal",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a56684d54466c4d5749794c546b7a593259744e4449774f5331694f4455784c5459304d575a6b4e6a5a684f546b305953356b62324e34&fich=5a11e1b2-93cf-4209-b851-641fd66a994a.docx&Inline=true,315291,,,,Votação na generalidade,G,Grupos Parlamentares,PAN,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Rejeitado,12,,Contra,A Favor,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,PAN,,,,,,2025,l17
155,139195,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda a suspensão imediata do Acordo de Associação entre a União Europeia e Israel,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a59355a6a646d4e444e6b4c5445314e3259744e4442685a5330354e3259354c5452684f5463355a6a566c4e5455305a43356b62324e34&fich=69f7f43d-157f-40ae-97f9-4a979f5e554d.docx&Inline=true,315306,,,,Votação na generalidade,G,Grupos Parlamentares,L,,,,Rejeitado,12,,Contra,Contra,A Favor,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,,,,,2025,l17
163,139148,I,R,Projeto de Resolução,XVII,1,2025-06-03,Pelo combate célere eficaz às ocupações ilegais de imóveis,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a426c59544d784d6d4a6b4c5751314e6d45744e445a6a4e5330355a6a59334c5451774e6d4d77597a45774d6a4d774f53356b62324e34&fich=0ea312bd-d56a-46c5-9f67-406c0c102309.docx&Inline=true,315323,,,,Votação Deliberação,G,Grupos Parlamentares,CDS-PP,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,12,,A Favor,A Favor,Abstenção,A Favor,A Favor,Contra,Contra,Contra,Contra,2025-07-11,,Abstenção,RP,,,CDS-PP,,,,,,2025,l17
132,139191,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo que não proceda, por ora, ao reconhecimento da Palestina como Estado soberano ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259344f5759314d47466d4c5745774e446b744e475a6c595330344f474d334c545a6d5954426b4d6a49324d7a55354e53356b62324e34&fich=f89f50af-a049-4fea-88c7-6fa0d2263595.docx&Inline=true,315266,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Aprovado,12,,A Favor,A Favor,Contra,A Favor,Abstenção,Contra,Contra,Contra,Contra,2025-07-11,,Contra,RP,,,CH,,,,,,2025,l17
157,139208,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo a identificação das lacunas da proteção jurídica dos animais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a5a684f5759774e7a42694c5441314f4749744e4456694d533169597a566d4c5467795a4467304d574d334e7a4a684f5335775a47593d&fich=6a9f070b-058b-45b1-bc5f-82d841c772a9.pdf&Inline=true,315310,,,,Votação na generalidade,G,Grupos Parlamentares,L,8453,Comissão de Agricultura e Pescas ,N,Aprovado,12,,Abstenção,A Favor,A Favor,Contra,Contra,A Favor,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,,,,,2025,l17
98,139200,I,J,Projeto de Lei,XVII,1,2025-06-03,"Reforça as medidas de combate e prevenção da violência obstétrica, alterando a Lei n.º 33/2025, de 31 de março",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a646a5a44686b4e7a49344c5449334d6d51744e4455355a5330345a6d517a4c5445784d4463304e6a497a59575a6b5953356b62324e34&fich=7cd8d728-272d-459e-8fd3-11074623afda.docx&Inline=true,315294,,,,Votação na generalidade,G,Grupos Parlamentares,PAN,8455,Comissão de Saúde ,S,Rejeitado,12,,Contra,Contra,A Favor,Contra,Abstenção,A Favor,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,PAN,,,,,,2025,l17
110,139167,I,J,Projeto de Lei,XVII,1,2025-06-03,Regulamenta a actividade de representação legítima de Interesses (“Lobbying”) junto de entidades públicas e cria um registo de transparência da representação de interesses junto da Assembleia da República,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3249304e6a42685a6a49314c54686a4e7a41744e4759355a693168596a597a4c544d784e7a4d344e7a67334f574a6d4d69356b62324e34&fich=b460af25-8c70-4f9f-ab63-317387879bf2.docx&Inline=true,315315,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,12,,A Favor,A Favor,A Favor,A Favor,A Favor,Contra,Contra,Contra,A Favor,2025-07-11,,A Favor,RP,,,CH,,,,,,2025,l17
141,139161,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo que proceda à regulamentação do fundo de emergência para a habitação,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a646a4e44646c4e6d51304c544d77596d45744e47497a4e7931684e6a55354c54426c4f4755314f546378597a55324e43356b62324e34&fich=7c47e6d4-30ba-4b37-a659-0e8e5971c564.docx&Inline=true,315282,,,,Votação na generalidade,G,Grupos Parlamentares,PAN,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Aprovado,12,,Abstenção,Contra,A Favor,Abstenção,Abstenção,A Favor,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,PAN,,,,,,2025,l17
79,139211,I,R,Projeto de Resolução,XVII,1,2025-06-03,Por mais representatividade das mulheres na diplomacia portuguesa,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a4d314e4745774d5445324c574d30597a51744e446469597930344e6a59314c54526c4d6d49354e4467774d54417a4d53356b62324e34&fich=354a0116-c4c4-47bc-8665-4e2b94801031.docx&Inline=true,315155,,,,Votação Deliberação,G,Grupos Parlamentares,L,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Aprovado,12,,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,Substituição do texto a pedido do autor em 2025-06-25.,,,,2025,l17
160,139163,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo que identifique e mobilize os fogos devolutos e disponíveis para habitação,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259794d54526859545a6a4c54517a4e3259744e4449314e4330344e7a51324c5751794f546b774e54566c4f4749314e79356b62324e34&fich=f214aa6c-437f-4254-8746-d299055e8b57.docx&Inline=true,315316,,,,Votação na generalidade,G,Grupos Parlamentares,BE,,,,Rejeitado,12,,Contra,Contra,Abstenção,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-07-11,,Abstenção,RP,,,BE,,,,,,2025,l17
131,139203,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Promove a otimização do serviço prestado pelos Enfermeiros Especialistas em Saúde Materna e Obstétrica no Serviço Nacional de Saúde 
",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a63774e6a4930595749774c54426b5a4749744e4445335a5330344e5755304c5463784e474d30596a67335a444d324d69356b62324e34&fich=70624ab0-0ddb-417e-85e4-714c4b87d362.docx&Inline=true,315265,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8455,Comissão de Saúde ,S,Aprovado,12,,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,CH,,,,,,2025,l17
42,139176,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda ao Governo da República a aplicação do regime de atribuição do Subsídio Social de Mobilidade contido no artigo 4.º da Lei 105/2019, de 6 de setembro, ao Decreto-Lei n.º 37-A/2025, de 24 de março que define um novo modelo para a atribuição de um subsídio social de mobilidade para os residentes na Região Autónoma da Madeira ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c32457a595441354d7a426d4c544e6d595467744e444d334f5330354d6a67334c544e6c5a444934595759324d4449315953356b62324e34&fich=a3a0930f-3fa8-4379-9287-3ed28af6025a.docx&Inline=true,315108,,,,Votação na generalidade,G,Grupos Parlamentares,JPP,,,,Rejeitado,12,,Contra,Abstenção,A Favor,Contra,A Favor,A Favor,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,JPP,,,,,,2025,l17
80,139156,I,J,Projeto de Lei,XVII,1,2025-06-03,Cria a Plataforma de Registo de Arrendatários Municipais (PRAM),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a686b4d7a4e69596d59784c5745344e6d55744e444a6c4e7931695a574d314c546378596a646d4e6d566c4e54566d4e79356b62324e34&fich=8d33bbf1-a86e-42e7-bec5-71b7f6ee55f7.docx&Inline=true,315246,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Rejeitado,12,,Contra,A Favor,Contra,Contra,Abstenção,Contra,Contra,Contra,Contra,2025-07-11,,Abstenção,RP,,,CH,,,,,,2025,l17
112,139158,I,J,Projeto de Lei,XVII,1,2025-06-03,"Baixa a tributação ao arrendamento

",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a55355a6a5579597a686b4c54686c4e6a67744e4451774d7931684f474d304c5745344e6a597759324579597a63324e79356b62324e34&fich=59f52c8d-8e68-4403-a8c4-a8660ca2c767.docx&Inline=true,315319,,,,Votação na generalidade,G,Grupos Parlamentares,IL,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Rejeitado,12,,Contra,A Favor,Contra,Contra,A Favor,Contra,Contra,Contra,A Favor,2025-07-11,,Abstenção,RP,,,IL,,Substituição do título a pedido do autor em 2025-07-08.,,,,2025,l17
152,139187,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda a regulação do uso de partituras musicais ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a55344d6a4a6a5a5467324c5463324e5467744e44413259533169596d59784c54526b4e5468684e3255344d7a49324e6935775a47593d&fich=5822ce86-7658-406a-bbf1-4d58a7e83266.pdf&Inline=true,315299,,,,Votação Deliberação,G,Grupos Parlamentares,L,8458,"Comissão de Cultura, Comunicação, Juventude e Desporto ",S,Aprovado,12,,A Favor,Contra,A Favor,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,,,,,2025,l17
166,139182,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo que procure alterar o regime de pagamento do subsídio social de mobilidade no sentido de aliviar o fardo financeiro sobre os beneficiários,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3259775a5755315a5459354c5441774d6a49744e4463784d5331695a6a51784c546c6d5a44526c4f544a6c4d44526d4e53356b62324e34&fich=f0ee5e69-0022-4711-bf41-9fd4e92e04f5.docx&Inline=true,315328,,,,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",N,Aprovado,12,,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,Abstenção,A Favor,A Favor,2025-07-11,,Abstenção,RP,,,CDS-PP,,,,,,2025,l17
150,139153,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo a reorganização voluntária da produção vitivinícola na Região Demarcada do Douro com realocação dos direitos de benefício,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c324a6a4e546b795a574e6c4c545a694f5449744e4455344f5330354f544d304c5755334d6d5178596d45324e54426c4d69356b62324e34&fich=bc592ece-6b92-4589-9934-e72d1ba650e2.docx&Inline=true,315293,,,,Votação na generalidade,G,Grupos Parlamentares,IL,8453,Comissão de Agricultura e Pescas ,N,Aprovado,12,,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,Contra,Abstenção,Abstenção,2025-07-11,,Abstenção,RP,,,IL,,,,,,2025,l17
130,139150,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo a adoção urgente de medidas aos viticultores do Douro,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a67354d5751354e4751304c574e6d5a574d744e47566c595331694d6d566a4c575a6b4f5463774f444a6c4e6a6b344d69356b62324e34&fich=891d94d4-cfec-4eea-b2ec-fd97082e6982.docx&Inline=true,315258,,,,Votação na generalidade,G,Grupos Parlamentares,PCP,,,,Rejeitado,12,,Contra,Contra,A Favor,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,PCP,,,,,,2025,l17
171,139196,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo que proceda ao reconhecimento imediato do Estado da Palestina e que mobilize a sua ação junto das instituições da União Europeia para que esta adote posição comum no mesmo sentido,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c324d784d5449344d6d59344c54566b593251744e44646b4d793168593259344c57466d5954597a4f5455324e475a6c4d79356b62324e34&fich=c11282f8-5dcd-47d3-acf8-afa639564fe3.docx&Inline=true,315335,,,,Votação na generalidade,G,Grupos Parlamentares,PS,,,,Rejeitado,12,,Contra,Contra,A Favor,Contra,Contra,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,PS,,Substituição do texto a pedido do autor em 2025-07-09.,,,,2025,l17
86,139166,I,J,Projeto de Lei,XVII,1,2025-06-03,Regulamenta a atividade de Lobbying em Portugal e procede à criação do Sistema de Transparência dos Poderes Públicos,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3256685a544e6d4d574a6a4c544933595445744e44646d5a4331684d6a59314c574d354e7a526d595449334e4749325953356b62324e34&fich=eae3f1bc-27a1-47fd-a265-c974fa274b6a.docx&Inline=true,315257,,,,Votação na generalidade,G,Grupos Parlamentares,IL,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,12,,A Favor,A Favor,A Favor,A Favor,A Favor,Contra,Contra,Contra,A Favor,2025-07-11,,A Favor,RP,,,IL,,,,,,2025,l17
88,139198,I,J,Projeto de Lei,XVII,1,2025-06-03,Pela garantia de proteção à mulher grávida e ao nascituro em todas as fases e circunstâncias e o reforço de redes de apoio e cuidados,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a67325a6d5578597a6b304c5452685a6a41744e475535595330354d4759774c5755305957526c4e444132595464685969356b62324e34&fich=86fe1c94-4af0-4e9a-90f0-e4ade406a7ab.docx&Inline=true,315264,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8455,Comissão de Saúde ,S,Rejeitado,12,,Contra,A Favor,Contra,Abstenção,Contra,Contra,Contra,Contra,Contra,2025-07-11,,Abstenção,RP,,,CH,,,,,,2025,l17
111,139157,I,J,Projeto de Lei,XVII,1,2025-06-03,Programa de cedência de imóveis do Estado para arrendamento,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3249784f575669596a6c6c4c5449304d7a51744e444d344e7930345a44637a4c575a684d7a4d334d7a67335a54466c4f43356b62324e34&fich=b19ebb9e-2434-4387-8d73-fa337387e1e8.docx&Inline=true,315317,,,,Votação na generalidade,G,Grupos Parlamentares,IL,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Rejeitado,12,,Contra,A Favor,Contra,Contra,A Favor,Abstenção,Contra,Contra,Abstenção,2025-07-11,,A Favor,RP,,,IL,,,,,,2025,l17
119,139169,I,J,Projeto de Lei,XVII,1,2025-06-03,Regulamenta a atividade de representação profissional de interesses (“Lobbying”),SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a42684d4449785a545a6b4c54426d4e4467744e4451354d793035596d45784c5755795a6a63334d44517a4d44426c4e53356b62324e34&fich=0a021e6d-0f48-4493-9ba1-e2f7704300e5.docx&Inline=true,315340,,,,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,12,,A Favor,A Favor,A Favor,A Favor,A Favor,Contra,Contra,Contra,A Favor,2025-07-11,,A Favor,RP,,,CDS-PP,,Substituição do texto a pedido do autor em 2025-07-08.,,,,2025,l17
103,139140,I,J,Projeto de Lei,XVII,1,2025-06-03,Elimina a taxa de inscrição do exame de ingresso no curso de formação de magistrados,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c32597a5a444a694e3245774c544e6b4f5745744e47566a4e6930354e5745354c575a694e6a4a6a596a56685a6a6b334e69356b62324e34&fich=f3d2b7a0-3d9a-4ec6-95a9-fb62cb5af976.docx&Inline=true,315301,,,,Votação na generalidade,G,Grupos Parlamentares,L,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Rejeitado,12,,Contra,Contra,Contra,Contra,Abstenção,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,,,,,2025,l17
151,139194,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda ao Governo uma estratégia equilibrada e responsável para promover uma solução pacífica e sustentável para o conflito israelo-palestiniano,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a457a4e7a55784e3245334c5745354e4759744e446731595330355932566c4c57466a4d6a49325a6d5531596a6b774e43356b62324e34&fich=137517a7-a94f-485a-9cee-ac226fe5b904.docx&Inline=true,315296,,,,Votação na generalidade,G,Grupos Parlamentares,IL,8448,Comissão de Negócios Estrangeiros e Comunidades Portuguesas ,S,Aprovado,12,,A Favor,Abstenção,Contra,A Favor,A Favor,Contra,Contra,Contra,Contra,2025-07-11,,Contra,RP,,,IL,,,,,,2025,l17
89,139173,I,J,Projeto de Lei,XVII,1,2025-06-03,Altera a lei penal no sentido de atribuir maior proteção às vítimas de crimes sexuais e prevenir situações de revitimização em contexto judicial e de acesso à saúde ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a6b32596a4178596d457a4c5464685a4759744e4745784e433168593255334c574a6a4e325a6c4e575269597a6b315979356b62324e34&fich=96b01ba3-7adf-4a14-ace7-bc7fe5dbc95c.docx&Inline=true,315267,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8447,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias ",S,Aprovado,12,,A Favor,A Favor,Abstenção,A Favor,Abstenção,Abstenção,Abstenção,A Favor,A Favor,2025-07-11,,Abstenção,RP,,,CH,,,,,,2025,l17
12,139155,I,R,Projeto de Resolução,XVII,1,2025-06-03,"Recomenda a regulamentação urgente do Fundo de Emergência para a Habitação
",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a6c68596a55774f4464684c57526a4d6a63744e4463324d4330344d7a67354c5449775a574d774d4445354f47497a5969356b62324e34&fich=9ab5087a-dc27-4760-8389-20ec00198b3b.docx&Inline=true,315050,,,,Votação na generalidade,G,Grupos Parlamentares,L,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Aprovado,12,,Abstenção,Contra,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,,,,,2025,l17
138,139160,I,R,Projeto de Resolução,XVII,1,2025-06-03,Recomenda a criação de um programa orientado para a restituição efetiva do direito fundamental a uma habitação condigna,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c3251334e6d466b4e574e694c54646a4e474d744e444d3559793168593249334c5751345a475a684d7a55784d324d775a69356b62324e34&fich=d76ad5cb-7c4c-439c-acb7-d8dfa3513c0f.docx&Inline=true,315276,,,,Votação na generalidade,G,Grupos Parlamentares,CH,,,,Rejeitado,12,,Contra,A Favor,Abstenção,Contra,Abstenção,Contra,Abstenção,Abstenção,Abstenção,2025-07-11,,A Favor,RP,,,CH,,,,,,2025,l17
106,139202,I,J,Projeto de Lei,XVII,1,2025-06-03,Lei de prevenção e proteção contra a violência obstétrica,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c325577597a51324d4745784c57457a4f5759744e445a6a596931694d446c6a4c546c6a4f54646a4e446c685a6a5a6b4d7935775a47593d&fich=e0c460a1-a39f-46cb-b09c-9c97c49af6d3.pdf&Inline=true,315307,,,,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,L,8455,Comissão de Saúde ,S,Aprovado,12,,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,L,,,,,,2025,l17
95,139177,I,J,Projeto de Lei,XVII,1,2025-06-03,"Defesa dos direitos dos residentes das Regiões Autónomas no acesso ao Subsídio Social de Mobilidade (Primeira alteração ao Decreto-Lei n.º 37-A/2025, de 24 de março que define um novo modelo para a atribuição de um subsídio social de mobilidade no âmbito dos serviços aéreos entre o continente e as Regiões Autónomas dos Açores e da Madeira e entre estas regiões)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a466c4e44526d4e47597a4c5445794e4759744e474d785a5330355a4467774c546b324e6a45774e446b335a54526b5a43356b62324e34&fich=1e44f4f3-124f-4c1e-9d80-96610497e4dd.docx&Inline=true,315281,,,,Votação na generalidade,G,Grupos Parlamentares,PCP,8460,"Comissão de Infraestruturas, Mobilidade e Habitação",S,Aprovado,12,,Contra,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,2025-07-11,,A Favor,RP,,,PCP,,,,,,2025,l17
109,139207,I,J,Projeto de Lei,XVII,1,2025-06-03,Altera vários diplomas no sentido de intensificar a proteção dos animais de companhia,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a6c6b4f4445784d6a59314c544d35595445744e4751354e7931685a6a4a684c5749344d4441785a474e6d4f5755795a53356b62324e34&fich=9d811265-39a1-4d97-af2a-b8001dcf9e2e.docx&Inline=true,315313,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8453,Comissão de Agricultura e Pescas ,S,Rejeitado,12,,Contra,A Favor,Contra,Contra,A Favor,Contra,Contra,Abstenção,A Favor,2025-07-11,,A Favor,RP,,,CH,,,,,,2025,l17
108,139185,I,J,Projeto de Lei,XVII,1,2025-06-03,"Altera o Código do Direito de Autor e dos Direitos Conexos, estabelecendo uma exceção à reprodução de partituras musicais para fins de estudo, ensino e execução em contexto associativo e filantrópico",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4a5447566e4c305276593356745a57353062334e4a626d6c6a6157463061585a684c7a686b4e6a52685a6d49354c54526a4d6d51744e4445325a6931685a4755774c54686c4f4463334e3252694d7a51325953356b62324e34&fich=8d64afb9-4c2d-416f-ade0-8e8777db346a.docx&Inline=true,315311,,,,Votação na generalidade,G,Grupos Parlamentares,CH,8458,"Comissão de Cultura, Comunicação, Juventude e Desporto ",S,Aprovado,12,,Abstenção,A Favor,A Favor,Abstenção,A Favor,Abstenção,Abstenção,A Favor,A Favor,2025-07-11,,A Favor,RP,,,CH,,,,,,2025,l17
