idCadastro,dadosDeputadoOrgaoPlenario,depId,depCadId,depNomeParlamentar,depGP,pt_ar_wsgode_objectos_DadosSituacaoGP,gpId,gpSigla,gpDtInicio,gpDtFim,depCPId,depCPDes,legDes,depSituacao,pt_ar_wsgode_objectos_DadosSituacaoDeputado,sioDes,sioDtInicio,depNomeCompleto,sioDtFim,depCargo,pt_ar_wsgode_objectos_DadosCargoDeputado,carId,carDes,carDtInicio
9008,,15760.0,9008.0,Francisco Lima,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Renunciou,2025-06-03,Francisco Gabriel Meneses de Lima,,,,,,
9009,,15761.0,9009.0,Olivéria Santos,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Desistência,2025-06-03,Olivéria de Lurdes Cabral dos Santos,,,,,,
8196,,15762.0,8196.0,Ana Martins,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Efetivo Definitivo,2025-06-03,Ana Maria Lourenço Martins,,,,,,
8897,,15763.0,8897.0,Pedro Rodrigues,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Pedro Miguel Ramalho Furtado Rodrigues,,,,,,
9010,,15764.0,9010.0,João Ferreira Costa,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,João Paulo Ferreira Costa,,,,,,
8756,,15765.0,8756.0,Carla Dias,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Carla Sofia de Jesus Dias,,,,,,
8376,,15766.0,8376.0,José Sousa,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,José Paulo Machado Sousa,,,,,,
9011,,15767.0,9011.0,Tatiana Gil,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Tatiana Maria Pires Gil,,,,,,
9012,,15768.0,9012.0,Gualter Sousa,,,7262.0,CH,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Gualter Manuel da Rosa Sousa,,,,,,
7341,,15769.0,7341.0,Francisco César,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Efetivo,2025-06-03,Francisco Miguel Vital Gomes do Vale César,,,,,,
1468,,15770.0,1468.0,Sérgio Ávila,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Sérgio Humberto Rocha de Ávila,,,,,,
9013,,15771.0,9013.0,Renata Botelho,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Renata Correia Botelho,,,,,,
9014,,15772.0,9014.0,Hugo Pacheco,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Hugo Miguel Ferreira Teixeira Pacheco,,,,,,
9015,,15773.0,9015.0,Márcia Pereira,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Márcia Carina Silva Fortunato Pereira,,,,,,
8891,,15774.0,8891.0,Pedro Teixeira,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Pedro Miguel de Figueiredo Carvalho Arruda Teixeira,,,,,,
9016,,15775.0,9016.0,Bernadete Pacheco,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Bernadete Nóia Pacheco,,,,,,
9017,,15776.0,9017.0,Lisandra Freitas,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Lisandra Patrícia da Silveira Freitas,,,,,,
9018,,15777.0,9018.0,Rui Pimentel,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Rui Miguel Domingos Pimentel,,,,,,
9019,,15778.0,9019.0,Lisete Albuquerque,,,7263.0,PS,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Lisete Bergantim Oliveira de Andrade Albuquerque,,,,,,
6537,,15779.0,6537.0,Paulo Moniz,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Efetivo,2025-06-03,Paulo Alexandre Luís Botelho Moniz,,,,,,
7351,,15780.0,7351.0,Francisco Pimentel,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Efetivo,2025-06-03,Francisco José Duarte Pimentel,,,,,,
9020,,15781.0,9020.0,Nuna Menezes,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Efetivo,2025-06-03,Maria Nuna Monteiro Vila Lobos Menezes,,,,,,
9021,,15782.0,9021.0,Maria Gouveia,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Maria Inês Andrade Amaral Gouveia,,,,,,
8679,,15783.0,8679.0,Alberto Alves,,,7267.0,CDS-PP,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Nuno Alberto Lopes Melo Alves,,,,,,
7916,,15784.0,7916.0,Judite Simas,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Judite da Conceição Azevedo Simas,,,,,,
9022,,15785.0,9022.0,Florbela Cunha,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Florbela Maria Pinto Varandas Cunha,,,,,,
7962,,15786.0,7962.0,Daniel Silva,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Daniel Lima da Silva,,,,,,
9023,,15787.0,9023.0,Ricardo Paiva,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Ricardo Alexandre Gomes Paiva,,,,,,
9024,,15788.0,9024.0,Esmeralda Lourenço,,,7261.0,PSD,2025-06-03,2025-11-27,19,Açores,XVII,,,Suplente,2025-06-03,Esmeralda Maria Rodrigues da Silveira Câmara Lourenço,,,,,,
7345,,15789.0,7345.0,Pedro dos Santos Frazão,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Pedro Saraiva Gonçalves dos Santos Frazão,,,,,,
8613,,15790.0,8613.0,Maria José Aguiar,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Maria José Gomes de Aguiar,,,,,,
8269,,15791.0,8269.0,Armando Grave,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Armando Carlos da Silva Grave,,,,,,
8898,,15792.0,8898.0,Pedro Tavares,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Pedro Miguel Tavares dos Santos,,,,,,
9025,,15793.0,9025.0,Darlene Costa,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Darlene de Fátima Couto Costa,,,,,,
8763,,15794.0,8763.0,Carlos Alberto Costa,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Carlos Alberto Santos Costa,,,,,,
8271,,15795.0,8271.0,Armando Pina,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Armando de Oliveira Martins de Pina,,,,,,
8987,,15796.0,8987.0,Solange Paciência,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Solange Correia Paciência,,,,,,
9026,,15797.0,9026.0,Ricardo Coutinho,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ricardo Camões Coutinho,,,,,,
9027,,15798.0,9027.0,Pedro Santos Silva,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Pedro Santos de Brito Galveias da Silva,,,,,,
9028,,15799.0,9028.0,Angelina Holovko,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Angelina Holovko,,,,,,
9029,,15800.0,9029.0,Gonçalo Soares,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Gonçalo Cecílio Soares,,,,,,
9030,,15801.0,9030.0,Aurélie Jesus,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Aurélie Carneiro de Jesus,,,,,,
9031,,15802.0,9031.0,Rui Domingues Caetano,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Rui Jorge Teixeira Domingues Caetano,,,,,,
8178,,15803.0,8178.0,Ana Filipa Moreira,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ana Filipa da Rocha Moreira,,,,,,
9032,,15804.0,9032.0,Sónia Almeida,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Sónia Maria Rodrigues Figueiredo Almeida,,,,,,
9033,,15805.0,9033.0,António Vitorino Coelho,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,António Vitorino dos Santos Coelho,,,,,,
9034,,15806.0,9034.0,Maria José Monteiro,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Maria José Rodrigues Monteiro,,,,,,
9035,,15807.0,9035.0,Sandra Ramos,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Sandra Maria Simões Laranjeira Ramos,,,,,,
9036,,15808.0,9036.0,Jorge Bandeira,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Jorge Manuel Reis Lopes Bandeira,,,,,,
9037,,15809.0,9037.0,Sara Londreira,,,7262.0,CH,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Sara Cristina Duarte Londreira,,,,,,
8636,,15810.0,8636.0,Mário Amorim Lopes,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Mario Filipe Amorim Faria de Oliveira Lopes,,,,,,
8853,,15811.0,8853.0,Diogo Meira,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Diogo Falcão Paredes Pinto Meira,,,,,,
8212,,15812.0,8212.0,Rita Silva,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ana Rita Santos Bastos Silva,,,,,,
9038,,15813.0,9038.0,Paulo Sérgio Silva,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Paulo Sérgio Oliveira da Silva,,,,,,
9039,,15814.0,9039.0,Cláudia Rocha,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Cláudia Manuela Mesquita da Rocha,,,,,,
9040,,15815.0,9040.0,Cristina Barbosa,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Cristina Maria Oliveira Barbosa,,,,,,
9041,,15816.0,9041.0,Rafael Marques,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Rafael Rosete Marques,,,,,,
9042,,15817.0,9042.0,Ricardo Magalhães,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ricardo Jorge Fernandes Campelo de Magalhães,,,,,,
8172,,15818.0,8172.0,Ana Breda,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ana Cláudia Breda,,,,,,
8295,,15819.0,8295.0,Tiago Ferreira,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Tiago Rafael da Cunha Ferreira,,,,,,
8226,,15820.0,8226.0,Anastasiya Lykholat,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Anastasiya Lykholat,,,,,,
8301,,15821.0,8301.0,Valter Cruz,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Valter Ferreira da Cruz,,,,,,
9043,,15822.0,9043.0,Nuno Gonçalo Marques,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Nuno Gonçalo da Silva Marques,,,,,,
9044,,15823.0,9044.0,Daniela Pinto,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Daniela Sofia Sousa Pinto,,,,,,
8484,,15824.0,8484.0,Fernando Tona,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Fernando António Simões Tona,,,,,,
9045,,15825.0,9045.0,Laura Oliveira,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Laura Poças Oliveira,,,,,,
9046,,15826.0,9046.0,Tiago Lima,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Tiago Filipe Costa Lima,,,,,,
9047,,15827.0,9047.0,Henrique Camões,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Henrique de Freitas Camões,,,,,,
9048,,15828.0,9048.0,Sara Matos,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Sara Raquel Couto Matos,,,,,,
9049,,15829.0,9049.0,Nelson Pereira,,,7264.0,IL,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Nelson Ricardo Pinho Pereira,,,,,,
2051,,15830.0,2051.0,Pedro Nuno Santos,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Pedro Nuno de Oliveira Santos,2025-10-23,,,,,
6962,,15831.0,6962.0,Susana Correia,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Susana Alexandra Lopes Correia,,,,4.0,Vice-Secretário,2025-06-03
5509,,15832.0,5509.0,Hugo Oliveira,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Hugo Daniel Matos de Oliveira,,,,,,
1554,,15833.0,1554.0,Filipe Neto Brandão,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Carlos Filipe de Andrade Neto Brandão,,,,,,
8387,,15834.0,8387.0,Lia Ferreira,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Lia Andreia Cristóvão Ferreira,2025-10-23,,,,,
5503,,15835.0,5503.0,Paulo Tomaz,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Paulo Sérgio Gomes Tomaz,,,,,,
7488,,15836.0,7488.0,Pinto Almeida,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Nuno Pinto de Almeida,,,,,,
8199,,15837.0,8199.0,Marta Matos,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ana Marta Soares Matos,,,,,,
9050,,15838.0,9050.0,Catarina Gamelas,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Catarina Isabel Ferreira Santos Gaspar Gamelas,,,,,,
9051,,15839.0,9051.0,Ricardo Conceição,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ricardo Duarte Tomás da Conceição,,,,,,
9052,,15840.0,9052.0,Sónia Vieira,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Sónia Cristina Rocha Vieira,,,,,,
9053,,15841.0,9053.0,Daniela Gonçalinho,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Daniela Filipa Alves Gonçalinho,,,,,,
9054,,15842.0,9054.0,Pedro De Sousa,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Pedro Miguel Gomes de Sousa,,,,,,
8586,,15843.0,8586.0,João Figueiredo,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,João Carlos Martins dos Santos Figueiredo,,,,,,
9055,,15844.0,9055.0,Cláudia Campos,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Cláudia Sofia Castro de Campos,,,,,,
5507,,15845.0,5507.0,Ana Ferreira,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ana Patrícia da Silva Ferreira,,,,,,
9056,,15846.0,9056.0,Justino Monteiro,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Justino Alexandre Oliveira Monteiro,,,,,,
9057,,15847.0,9057.0,La Oliveira,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,La Salete da Cruz Oliveira,,,,,,
9058,,15848.0,9058.0,Eduardo Conde Pinto,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Eduardo Conde Pinto,,,,,,
8105,,15849.0,8105.0,Ana Silva,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Ana Maria da Silva,,,,,,
9059,,15850.0,9059.0,Irene Guimarães,,,7263.0,PS,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Irene Maria Silva Guimarães,,,,,,
1561,,15851.0,1561.0,Luís Montenegro,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suspenso(Eleito),2025-06-03,Luís Filipe Montenegro Cardoso de Morais Esteves,,,,,,
8471,,15852.0,8471.0,Emídio Sousa,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suspenso(Eleito),2025-06-03,Emídio Ferreira dos Santos Sousa,2025-06-04,,,,,
3918,,15853.0,3918.0,Paula Cardoso,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Maria Paula da Graça Cardoso,,,,,,
8978,,15854.0,8978.0,Silvério Regalado,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suspenso(Eleito),2025-06-03,Silvério Rodrigues Regalado,2025-06-04,,,,,
4308,,15855.0,4308.0,Salvador Malheiro,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Salvador Malheiro Ferreira da Silva,2025-06-05,,,,,
7489,,15856.0,7489.0,Adriana Rodrigues,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Adriana Helena da Silva Rodrigues,,,,,,
8152,,15857.0,8152.0,Almiro Moreira,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo,2025-06-03,Almiro Miguel dos Santos Rodrigues Moreira,,,,,,
2641,,15858.0,2641.0,Paulo Cavaleiro,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo Temporário,2025-06-03,Paulo César Lima Cavaleiro,,,,,,
8788,,15859.0,8788.0,Carolina Marques,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo Temporário,2025-06-03,Carolina Maria Silva Marques,2025-06-04,,,,,
8900,,15860.0,8900.0,Pedro Nuno Ribeiro,,,7267.0,CDS-PP,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Pedro Nuno de Magalhães Ribeiro,,,,,,
9060,,15861.0,9060.0,Firmino Ferreira,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Efetivo Temporário,2025-06-03,Firmino Marques Ferreira,2025-06-04,,,,,
5490,,15862.0,5490.0,Helga Correia,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Helga Alexandra Freire Correia,2025-06-05,,,,,
1559,,15863.0,1559.0,Gonçalo Breda Marques,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Gonçalo Miguel Lopes Breda Marques,,,,,,
9061,,15864.0,9061.0,Pedro Pintor,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Pedro Miguel Campinos Pintor,,,,,,
8067,,15865.0,8067.0,Teresa Alves,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Teresa Margarida Costa Ferraz Alves,,,,,,
9062,,15866.0,9062.0,Sandra Marcelino,,,7267.0,CDS-PP,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Sandra Margarida Pereira Marcelino,,,,,,
8068,,15867.0,8068.0,Tiago Palha,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Tiago Daniel Santos Palha,,,,,,
9063,,15868.0,9063.0,Clara Oliveira,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Clara Maria de Jesus Oliveira,,,,,,
9064,,15869.0,9064.0,André Chambel,,,7267.0,CDS-PP,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,André de Campos Silvestre Fevereiro Chambel,,,,,,
7553,,15870.0,7553.0,Elisabete Soares,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Elisabete Figueiredo Soares,,,,,,
5494,,15871.0,5494.0,Helena Dias,,,7261.0,PSD,2025-06-03,2025-11-27,1,Aveiro,XVII,,,Suplente,2025-06-03,Helena Isabel Rebelo Dias,,,,,,
5693,,15872.0,5693.0,Rui Cristina,,,7262.0,CH,2025-06-03,2025-11-27,2,Beja,XVII,,,Efetivo,2025-06-03,Rui Celestino dos Santos Cristina,2025-11-02,,,,,
8255,,15873.0,8255.0,António Carneiro,,,7262.0,CH,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,António Joaquim Abambres Carneiro,2025-11-02,,,,,
9065,,15874.0,9065.0,Idalete Brito,,,7262.0,CH,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Idalete de Jesus Alves Pereira de Brito,,,,,,
9066,,15875.0,9066.0,Sónia Domingos,,,7262.0,CH,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Sónia Maria da Costa José Domingos,,,,,,
1107,,15876.0,1107.0,Rui Rodrigues,,,7262.0,CH,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Rui Pedro de Jesus Rodrigues,,,,,,
9067,,15877.0,9067.0,Mara Costa,,,7262.0,CH,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Mara Lisa da Silva Morais Costa,,,,,,
416,,15878.0,416.0,Pedro do Carmo,,,7263.0,PS,2025-06-03,2025-11-27,2,Beja,XVII,,,Efetivo,2025-06-03,Pedro Nuno Raposo Prazeres do Carmo,,,,,,
6861,,15879.0,6861.0,Telma Guerreiro,,,7263.0,PS,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Telma Cristina Felizardo Guerreiro,,,,,,
9068,,15880.0,9068.0,Juvenália Salgado,,,7263.0,PS,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Juvenália Isabel Guerreiro Salgado,,,,,,
9069,,15881.0,9069.0,João Filipe Catarino,,,7263.0,PS,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,João Filipe Baltazar Catarino,,,,,,
9070,,15882.0,9070.0,Júlia Baltazar,,,7263.0,PS,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Júlia Maria Mourata Costa Baltazar,,,,,,
9071,,15883.0,9071.0,Paulo José Silva,,,7263.0,PS,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Paulo José Garcia Costa e Silva,,,,,,
8525,,15884.0,8525.0,Gonçalo Valente,,,7261.0,PSD,2025-06-03,2025-11-27,2,Beja,XVII,,,Efetivo,2025-06-03,Gonçalo Nuno Raio Valente e Henrique,,,,4.0,Vice-Secretário,2025-06-03
8240,,15885.0,8240.0,Andreia Guerreiro,,,7261.0,PSD,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Andreia Calvário Graça Guerreiro,,,,,,
9072,,15886.0,9072.0,Gonçalo Moreira,,,7261.0,PSD,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Gonçalo Teixeira Coelho Silva Moreira,,,,,,
8617,,15887.0,8617.0,Maria Palma,,,7267.0,CDS-PP,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Maria Madalena Guedes Gorjão Freitas Palma,,,,,,
8185,,15888.0,8185.0,Ana Cortes,,,7261.0,PSD,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Ana Isabel Lopes Guerreiro Cortes,,,,,,
8296,,15889.0,8296.0,Tiago Fialho,,,7261.0,PSD,2025-06-03,2025-11-27,2,Beja,XVII,,,Suplente,2025-06-03,Tiago Vinagre Fialho,,,,,,
7332,,15890.0,7332.0,Filipe Melo,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Efetivo,2025-06-03,António Filipe Dias Melo Peixoto,,,,4.0,Vice-Secretário,2025-06-17
7363,,15891.0,7363.0,Rodrigo Alves Taxa,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Efetivo,2025-06-03,Rodrigo Santos Alves Taxa,,,,,,
7369,,15892.0,7369.0,Vanessa Barata,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Efetivo,2025-06-03,Vanessa Cláudia Nogueira da Rosa Pereira Barata,,,,,,
7948,,15893.0,7948.0,Carlos Barbosa,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Efetivo,2025-06-03,Carlos Alberto Barbosa Vieira Pinto,,,,,,
9073,,15894.0,9073.0,Lina Pinheiro,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Efetivo,2025-06-03,Lina Raquel Maia Pinheiro,,,,,,
9074,,15895.0,9074.0,Maria Brito,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Suplente,2025-06-03,Maria de Fátima da Silva Brito,,,,,,
9075,,15896.0,9075.0,André Filipe Almeida,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Suplente,2025-06-03,André Filipe Mendes de Castro Almeida,,,,,,
9076,,15897.0,9076.0,Vitor Alves,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Suplente,2025-06-03,Vitor Magalhães Ferreira Alves,,,,,,
8464,,15898.0,8464.0,Elisabete Rodrigues,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Suplente,2025-06-03,Elisabete Rosa Gonçalves Rodrigues,,,,,,
8063,,15899.0,8063.0,Filipe Aguiar,,,7262.0,CH,2025-06-03,2025-11-27,3,Braga,XVII,,,Suplente,2025-06-03,Filipe José Lima Aguiar,,,,,,
